Feature_ID,Accession,Has_Contaminant_Flag,All_Reverse_Flag,Cow_Contaminant_Flag,Accession_RNA,Accession_Protein,GeneID,Symbol,Alias,Type,Location,Description
5117,XP_016855572.1,0,0,0,XM_017000083,XP_016855572,10561,IFI44,MTAP44 TLDC5 p44,protein-coding,1p31.1,interferon induced protein 44
5118,NP_056139.1,0,0,0,NM_015324,NP_056139,23378,RRP8,KIAA0409 NML,protein-coding,11p15.4,"ribosomal RNA processing 8, methyltransferase, homolog (yeast)"
5119,NP_061153.1,0,0,0,NM_018683,NP_061153,55905,RNF114,PSORS12 ZNF313,protein-coding,20q13.13,ring finger protein 114
5120,NP_002481.2,0,0,0,NM_002490,NP_002481,4700,NDUFA6,B14 CI-B14 LYRM6 NADHB14,protein-coding,22q13.2,NADH:ubiquinone oxidoreductase subunit A6
5121,NP_057231.1,0,0,0,NM_016147,NP_057231,51400,PPME1,PME-1,protein-coding,11q13.4,protein phosphatase methylesterase 1
5122,NP_055205.2,0,0,0,NM_014390,NP_055205,27044,SND1,TDRD11 Tudor-SN p100,protein-coding,7q32.1,staphylococcal nuclease and tudor domain containing 1
5123,NP_443095.2,0,0,0,NM_052863,NP_443095,92304,SCGB3A1,HIN-1 HIN1 LU105 PnSP-2 UGRP2,protein-coding,5q35.3,secretoglobin family 3A member 1
5124,NP_001157412.1;NP_002854.3,0,0,0,NM_001163940 NM_002863,NP_001157412 NP_002854,5836,PYGL,GSD6,protein-coding,14q22.1,glycogen phosphorylase L
5125,NP_997198.2,0,0,0,NM_207315,NP_997198,129607,CMPK2,NDK TMPK2 TYKi UMP-CMPK2,protein-coding,2p25.2,cytidine/uridine monophosphate kinase 2
5126,NP_001305453.1;NP_057293.1;NP_001305454.1,0,0,0,NM_001318524 NM_001318525 NM_016209,NP_001305453 NP_001305454 NP_057293,51693,TRAPPC2L,HSPC176,protein-coding,16q24.3,trafficking protein particle complex 2 like
5127,XP_016880382.1;XP_016880383.1;NP_001229430.1;XP_005257589.1;XP_005257590.1,0,0,0,NM_001242501 XM_005257532 XM_005257533 XM_017024893 XM_017024894,NP_001229430 XP_005257589 XP_005257590 XP_016880382 XP_016880383,57409,MIF4GD,AD023 MIFD SLIP1,protein-coding,17q25.1,MIF4G domain containing
5128,NP_001116.1;NP_001278878.1;XP_011510740.1,0,0,0,NM_001125 NM_001291949 XM_011512438,NP_001116 NP_001278878 XP_011510740,141,ADPRH,ARH1,protein-coding,3q13.33,ADP-ribosylarginine hydrolase
5129,NP_004418.2;XP_005270627.1,0,0,0,NM_004427 XM_005270570,NP_004418 XP_005270627,1912,PHC2,EDR2 HPH2 PH2,protein-coding,1p35.1,polyhomeotic homolog 2
5130,NP_001146.2,0,0,0,NM_001155,NP_001146,309,ANXA6,ANX6 CBP68,protein-coding,5q33.1,annexin A6
5131,XP_005268489.1,0,0,0,XM_005268432,XP_005268489,309,ANXA6,ANX6 CBP68,protein-coding,5q33.1,annexin A6
5132,NP_061978.6,0,0,0,NM_019105,NP_061978,7148,TNXB,EDS3 HXBL TENX TN-X TNX TNXB1 TNXB2 TNXBS VUR8 XB XBS,protein-coding,6p21.33-p21.32,tenascin XB
5133,NP_065392.1,0,0,0,NM_020531,NP_065392,57136,APMAP,BSCv C20orf3,protein-coding,20p11.21,adipocyte plasma membrane associated protein
5134,XP_016874320.1,0,0,0,XM_017018831,XP_016874320,1280,COL2A1,ANFH AOM COL11A3 SEDC STL1,protein-coding,12q13.11,collagen type II alpha 1 chain
5135,XP_016865929.1;XP_016865932.1;XP_016865930.1;XP_005248982.1;XP_005248983.1,0,0,0,XM_005248925 XM_005248926 XM_017010440 XM_017010441 XM_017010443,XP_005248982 XP_005248983 XP_016865929 XP_016865930 XP_016865932,221656,KDM1B,AOF1 C6orf193 LSD2 bA204B7.3 dJ298J15.2,protein-coding,6p22.3,lysine demethylase 1B
5136,REV__XP_016883830.1,0,2,0,---,---,---,---,---,---,---,---
5137,XP_016877709.1;XP_016877710.1;XP_016877711.1;NP_001074003.1;XP_005254451.1;XP_016877712.1;XP_016877713.1,0,0,0,NM_001080534 XM_005254394 XM_017022220 XM_017022221 XM_017022222 XM_017022223 XM_017022224,NP_001074003 XP_005254451 XP_016877709 XP_016877710 XP_016877711 XP_016877712 XP_016877713,440279,UNC13C,---,protein-coding,15q21.3,unc-13 homolog C
5138,NP_006400.2,0,0,0,NM_006409,NP_006400,10552,ARPC1A,Arc40 HEL-68 HEL-S-307 SOP2Hs SOP2L,protein-coding,7q22.1,actin related protein 2/3 complex subunit 1A
5139,NP_006484.1,0,0,0,NM_006493,NP_006484,1203,CLN5,NCL,protein-coding,13q22.3,"ceroid-lipofuscinosis, neuronal 5"
5140,NP_277055.1,0,0,0,NM_033520,NP_277055,64073,C19orf33,H2RSP IMUP IMUP-1 IMUP-2,protein-coding,19q13.2,chromosome 19 open reading frame 33
5141,NP_005794.1;XP_005248837.1,0,0,0,NM_005803 XM_005248780,NP_005794 XP_005248837,10211,FLOT1,---,protein-coding,6p21.33,flotillin 1
5142,NP_006273.1;XP_005260587.1,0,0,0,NM_006282 XM_005260530,NP_006273 XP_005260587,6789,STK4,KRS2 MST1 YSK3,protein-coding,20q13.12,serine/threonine kinase 4
5143,NP_005309.1,0,0,0,NM_005318,NP_005309,3005,H1F0,H10 H1FV,protein-coding,22q13.1,H1 histone family member 0
5144,XP_011528281.1;XP_011528279.1;NP_000017.1,0,0,0,NM_000026 XM_011529977 XM_011529979,NP_000017 XP_011528279 XP_011528281,158,ADSL,AMPS ASASE ASL,protein-coding,22q13.1,adenylosuccinate lyase
5145,NP_057274.1,0,0,0,NM_016190,NP_057274,49860,CRNN,C1orf10 DRC1 PDRC1 SEP53,protein-coding,1q21.3,cornulin
5146,NP_073600.3;NP_001128567.1,0,0,0,NM_001135095 NM_022763,NP_001128567 NP_073600,64778,FNDC3B,FAD104 PRO4979 YVTM2421,protein-coding,3q26.31,fibronectin type III domain containing 3B
5147,NP_004044.3,0,0,0,NM_004053,NP_004044,705,BYSL,BYSTIN,protein-coding,6p21.1,bystin like
5148,XP_011539582.2;XP_011539583.2,0,0,0,XM_011541280 XM_011541281,XP_011539582 XP_011539583,284498,C1orf167,---,protein-coding,1p36.22,chromosome 1 open reading frame 167
5149,NP_001161206.1;NP_065175.4,0,0,0,NM_001167734 NM_020442,NP_001161206 NP_065175,57176,VARS2,COXPD20 VALRS VARS2L VARSL,protein-coding,6p21.33,"valyl-tRNA synthetase 2, mitochondrial"
5150,NP_001291375.1;XP_011531046.1,0,0,0,NM_001304446 XM_011532744,NP_001291375 XP_011531046,253558,LCLAT1,1AGPAT8 AGPAT8 ALCAT1 HSRG1849 LYCAT UNQ1849,protein-coding,2p23.1,lysocardiolipin acyltransferase 1
5151,NP_851307.1,0,0,0,NM_180976,NP_851307,5528,PPP2R5D,B56D MRD35,protein-coding,6p21.1,protein phosphatase 2 regulatory subunit B'delta
5152,XP_016862202.1;XP_006713279.1;NP_060367.1,0,0,0,NM_017897 XM_006713216 XM_017006713,NP_060367 XP_006713279 XP_016862202,54995,OXSM,CEM1 FASN2D KASI KS,protein-coding,3p24.2,"3-oxoacyl-ACP synthase, mitochondrial"
5153,NP_037380.1;XP_011527532.1,0,0,0,NM_013248 XM_011529230,NP_037380 XP_011527532,29107,NXT1,MTR2 P15,protein-coding,20p11.21,nuclear transport factor 2 like export factor 1
5154,XP_011529291.1,0,0,0,XM_011530989,XP_011529291,55916,NXT2,P15-2,protein-coding,Xq23,nuclear transport factor 2 like export factor 2
5155,NP_109591.1;XP_011512635.1;XP_011512636.1,0,0,0,NM_030666 XM_011514333 XM_011514334,NP_109591 XP_011512635 XP_011512636,1992,SERPINB1,EI ELANH2 HEL-S-27 HEL57 LEI M/NEI MNEI PI-2 PI2,protein-coding,6p25.2,serpin family B member 1
5156,NP_006434.1,0,0,0,NM_006443,NP_006434,10591,DNPH1,C6orf108 RCL dJ330M21.3,protein-coding,6p21.1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1
5157,NP_001138516.1;XP_005254946.1;NP_037404.2,0,0,0,NM_001145044 NM_013272 XM_005254889,NP_001138516 NP_037404 XP_005254946,28232,SLCO3A1,OATP-D OATP-RP3 OATP3A1 OATPD OATPRP3 SLC21A11,protein-coding,15q26.1,solute carrier organic anion transporter family member 3A1
5158,NP_060932.2,0,0,0,NM_018462,NP_060932,55845,BRK1,C3orf10 HSPC300 MDS027 hHBrk1,protein-coding,3p25.3,"BRICK1, SCAR/WAVE actin nucleating complex subunit"
5159,REV__NP_064506.3,0,2,0,---,---,---,---,---,---,---,---
5160,XP_005262260.1;NP_079197.3;NP_001294869.1,0,0,0,NM_001307940 NM_024921 XM_005262203,NP_001294869 NP_079197 XP_005262260,79983,POF1B,POF POF2B,protein-coding,Xq21.1,"premature ovarian failure, 1B"
5161,REV__XP_011522005.1,0,2,0,---,---,---,---,---,---,---,---
5162,XP_005245785.1;NP_009191.1,0,0,0,NM_007260 XM_005245728,NP_009191 XP_005245785,11313,LYPLA2,APT-2 APT2 DJ886K2.4,protein-coding,1p36.11,lysophospholipase II
5163,XP_005248339.3,0,0,0,XM_005248282,XP_005248339,25836,NIPBL,CDLS CDLS1 IDN3 IDN3-B Scc2,protein-coding,5p13.2,"NIPBL, cohesin loading factor"
5164,NP_003394.1,0,0,0,NM_003403,NP_003394,7528,YY1,DELTA INO80S NF-E1 UCRBP YIN-YANG-1,protein-coding,14q32.2,YY1 transcription factor
5165,XP_011541646.1;NP_776190.1,0,0,0,NM_173829 XM_011543344,NP_776190 XP_011541646,285672,SREK1IP1,P18SRP SFRS12IP1,protein-coding,5q12.3,SREK1 interacting protein 1
5166,XP_005265127.1;XP_016861673.1;NP_001166184.1;XP_005265126.1;XP_005265128.1;XP_005265129.1;XP_006713173.1;XP_005265130.1;XP_005265131.1;XP_016861676.1;NP_002069.2;XP_005265132.1;XP_016861677.1;XP_016861674.1;XP_016861675.1,0,0,0,NM_001172713 NM_002078 XM_005265069 XM_005265070 XM_005265071 XM_005265072 XM_005265073 XM_005265074 XM_005265075 XM_006713110 XM_017006184 XM_017006185 XM_017006186 XM_017006187 XM_017006188,NP_001166184 NP_002069 XP_005265126 XP_005265127 XP_005265128 XP_005265129 XP_005265130 XP_005265131 XP_005265132 XP_006713173 XP_016861673 XP_016861674 XP_016861675 XP_016861676 XP_016861677,2803,GOLGA4,CRPF46 GCP2 GOLG MU-RMS-40.18 p230,protein-coding,3p22.2,golgin A4
5167,NP_001087195.1;NP_001078955.1;NP_005401.3,0,0,0,NM_001085486 NM_001093726 NM_005410,NP_001078955 NP_001087195 NP_005401,6414,SELENOP,SELP SEPP SEPP1 SeP,protein-coding,5p12,selenoprotein P
5168,XP_016876767.1;NP_001072989.1;XP_006720201.1;XP_011535053.1,0,0,0,NM_001079521 XM_006720138 XM_011536751 XM_017021278,NP_001072989 XP_006720201 XP_011535053 XP_016876767,3895,KTN1,CG1 KNT MU-RMS-40.19,protein-coding,14q22.3,kinectin 1
5169,XP_016882095.1;NP_443079.1,0,0,0,NM_052847 XM_017026606,NP_443079 XP_016882095,2788,GNG7,---,protein-coding,19p13.3,G-protein subunit gamma 7
5170,REV__NP_061330.2,0,2,0,---,---,---,---,---,---,---,---
5171,XP_006717199.1;NP_057118.1,0,0,0,NM_016034 XM_006717136,NP_057118 XP_006717199,51116,MRPS2,CGI-91 MRP-S2 S2mt,protein-coding,9q34.3,mitochondrial ribosomal protein S2
5172,NP_001308412.1;NP_001308413.1;NP_001013.1,0,0,0,NM_001022 NM_001321483 NM_001321484,NP_001013 NP_001308412 NP_001308413,6223,RPS19,DBA DBA1 S19,protein-coding,19q13.2,ribosomal protein S19
5173,REV__NP_061164.3,0,2,0,---,---,---,---,---,---,---,---
5174,REV__XP_005261462.1,0,2,0,---,---,---,---,---,---,---,---
5175,NP_277040.1,0,0,0,NM_033505,NP_277040,85465,SELENOI,EPT1 SELI SEPI,protein-coding,2p23.3,selenoprotein I
5176,NP_001854.1,0,0,0,NM_001863,NP_001854,1340,COX6B1,COX6B COXG COXVIb1,protein-coding,19q13.12,cytochrome c oxidase subunit 6B1
5177,NP_004468.1,0,0,0,NM_004477,NP_004468,2483,FRG1,FRG1A FSG1,protein-coding,4q35.2,FSHD region gene 1
5178,NP_055726.3,0,0,0,NM_014911,NP_055726,22848,AAK1,---,protein-coding,2p13.3,AP2 associated kinase 1
5179,NP_056229.2;NP_378669.1,0,0,0,NM_015414 NM_033643,NP_056229 NP_378669,25873,RPL36,L36,protein-coding,19p13.3,ribosomal protein L36
5180,NP_001307994.1;NP_001307995.1;NP_001636.1,0,0,0,NM_001321065 NM_001321066 NM_001645,NP_001307994 NP_001307995 NP_001636,341,APOC1,Apo-CI ApoC-I apo-CIB apoC-IB,protein-coding,19q13.32,apolipoprotein C1
5181,REV__XP_011518873.2,0,2,0,---,---,---,---,---,---,---,---
5182,NP_002462.2,0,0,0,NM_002471,NP_002462,4624,MYH6,ASD3 CMD1EE CMH14 MYHC MYHCA SSS3 alpha-MHC,protein-coding,14q11.2,myosin heavy chain 6
5183,REV__XP_011528620.1,0,2,0,---,---,---,---,---,---,---,---
5184,REV__NP_940869.2,0,2,0,---,---,---,---,---,---,---,---
5185,XP_016876883.1,0,0,0,XM_017021394,XP_016876883,55051,NRDE2,C14orf102,protein-coding,14q32.11,"NRDE-2, necessary for RNA interference, domain containing"
5186,NP_001284359.1,0,0,0,NM_001297430,NP_001284359,10296,MAEA,EMLP EMP GID9 HLC-10 PIG5,protein-coding,4p16.3,macrophage erythroblast attacher
5187,XP_016877105.1;XP_006720306.1;XP_011535414.1;XP_011535415.1;NP_006282.2;XP_011535416.1,0,0,0,NM_006291 XM_006720243 XM_011537112 XM_011537113 XM_011537114 XM_017021616,NP_006282 XP_006720306 XP_011535414 XP_011535415 XP_011535416 XP_016877105,7127,TNFAIP2,B94 EXOC3L3,protein-coding,14q32.32,TNF alpha induced protein 2
5188,XP_016870688.1;XP_016870689.1;XP_011516353.1,0,0,0,XM_011518051 XM_017015199 XM_017015200,XP_011516353 XP_016870688 XP_016870689,84186,ZCCHC7,AIR1 HSPC086,protein-coding,9p13.2,zinc finger CCHC-type containing 7
5189,NP_005862.1,0,0,0,NM_005871,NP_005862,10285,SMNDC1,SMNR SPF30 TDRD16C,protein-coding,10q25.2,survival motor neuron domain containing 1
5190,REV__NP_008841.2,0,2,0,---,---,---,---,---,---,---,---
5191,REV__XP_011510167.1,0,2,0,---,---,---,---,---,---,---,---
5192,NP_871629.1,0,0,0,NM_181900,NP_871629,80765,STARD5,---,protein-coding,15q25.1,StAR related lipid transfer domain containing 5
5193,XP_011540922.1,0,0,0,XM_011542620,XP_011540922,143884,CWF19L2,---,protein-coding,11q22.3,"CWF19 like 2, cell cycle control (S. pombe)"
5194,NP_116584.2,0,0,0,NM_032960,NP_116584,9261,MAPKAPK2,MAPKAP-K2 MK-2 MK2,protein-coding,1q32.1,mitogen-activated protein kinase-activated protein kinase 2
5195,XP_011517241.1;XP_011517242.1,0,0,0,XM_011518939 XM_011518940,XP_011517241 XP_011517242,65268,WNK2,NY-CO-43 P/OKcl.13 PRKWNK2 SDCCAG43,protein-coding,9q22.31,WNK lysine deficient protein kinase 2
5196,NP_001120684.1,0,0,0,NM_001127212,NP_001120684,729447,GAGE2A,CT4.2 GAGE-2 GAGE-2A GAGE2,protein-coding,Xp11.23,G antigen 2A
5197,NP_001311289.1;NP_001311288.1,0,0,0,NM_001324359 NM_001324360,NP_001311288 NP_001311289,55239,OGFOD1,TPA1,protein-coding,16q13,2-oxoglutarate and iron dependent oxygenase domain containing 1
5198,XP_016884752.1,0,0,0,XM_017029263,XP_016884752,1287,COL4A5,ASLN ATS CA54,protein-coding,Xq22.3,collagen type IV alpha 5 chain
5199,NP_054891.2,0,0,0,NM_014172,NP_054891,29085,PHPT1,CGI-202 HEL-S-132P HSPC141 PHP PHP14,protein-coding,9q34.3,phosphohistidine phosphatase 1
5200,XP_016870968.1;XP_016870969.1;XP_016870970.1;NP_001091059.1;NP_006405.2;NP_892117.1;NP_001252530.1;XP_006717426.1;XP_006717427.1;XP_011517595.1,0,0,0,NM_001097590 NM_001265601 NM_006414 NM_183005 XM_006717363 XM_006717364 XM_011519293 XM_017015479 XM_017015480 XM_017015481,NP_001091059 NP_001252530 NP_006405 NP_892117 XP_006717426 XP_006717427 XP_011517595 XP_016870968 XP_016870969 XP_016870970,10557,RPP38,---,protein-coding,10p13,ribonuclease P/MRP subunit p38
5201,XP_016867664.1;XP_016867663.1,0,0,0,XM_017012174 XM_017012175,XP_016867663 XP_016867664,3624,INHBA,EDF FRP,protein-coding,7p14.1,inhibin beta A subunit
5203,NP_631908.1,0,0,0,NM_139169,NP_631908,142940,TRUB1,PUS4,protein-coding,10q25.3,TruB pseudouridine synthase family member 1
5204,NP_001023.1,0,0,0,NM_001032,NP_001023,6235,RPS29,DBA13 S29,protein-coding,14q21.3,ribosomal protein S29
5205,REV__NP_057108.2,0,2,0,---,---,---,---,---,---,---,---
5206,NP_689862.1;XP_005255891.1,0,0,0,NM_152649 XM_005255834,NP_689862 XP_005255891,197259,MLKL,hMLKL,protein-coding,16q23.1,mixed lineage kinase domain like pseudokinase
5207,NP_055976.1;NP_001300787.1,0,0,0,NM_001313858 NM_015161,NP_001300787 NP_055976,23204,ARL6IP1,AIP1 ARL6IP ARMER SPG61,protein-coding,16p12.3,ADP ribosylation factor like GTPase 6 interacting protein 1
5208,XP_016871117.1;XP_006717667.1;XP_006717668.1;NP_660153.3;XP_016871121.1;XP_016871119.1;XP_016871120.1;XP_005269546.1;XP_006717672.1;XP_006717673.1;XP_006717674.1;XP_011537514.1,0,0,0,NM_145170 XM_005269489 XM_006717604 XM_006717605 XM_006717609 XM_006717610 XM_006717611 XM_011539212 XM_017015628 XM_017015630 XM_017015631 XM_017015632,NP_660153 XP_005269546 XP_006717667 XP_006717668 XP_006717672 XP_006717673 XP_006717674 XP_011537514 XP_016871117 XP_016871119 XP_016871120 XP_016871121,118491,CFAP70,TTC18,protein-coding,10q22.2,cilia and flagella associated protein 70
5209,NP_665857.2,0,0,0,NM_145858,NP_665857,9946,CRYZL1,4P11 QOH-1,protein-coding,21q22.11,crystallin zeta like 1
5210,XP_011533348.1,0,0,0,XM_011535046,XP_011533348,26960,NBEA,BCL8B LYST2,protein-coding,13q13.3,neurobeachin
5211,NP_001074002.1,0,0,0,NM_001080533,NP_001074002,84747,UNC119B,POC7B,protein-coding,12q24.31,unc-119 lipid binding chaperone B
5212,NP_005685.1,0,0,0,NM_005694,NP_005685,10063,COX17,---,protein-coding,3q13.33,"COX17, cytochrome c oxidase copper chaperone"
5213,REV__XP_016877101.1,0,2,0,---,---,---,---,---,---,---,---
5214,NP_808592.2,0,0,0,NM_177924,NP_808592,427,ASAH1,AC ACDase ASAH PHP PHP32 SMAPME,protein-coding,8p22,N-acylsphingosine amidohydrolase 1
5215,XP_016882067.1;NP_056418.1,0,0,0,NM_015603 XM_017026578,NP_056418 XP_016882067,26093,CCDC9,---,protein-coding,19q13.32,coiled-coil domain containing 9
5216,XP_005273883.1,0,0,0,XM_005273826,XP_005273883,219931,TPCN2,SHEP10 TPC2,protein-coding,11q13.3,two pore segment channel 2
5217,NP_001269703.1,0,0,0,NM_001282774,NP_001269703,84172,POLR1B,RPA135 RPA2 Rpo1-2,protein-coding,2q14.1,RNA polymerase I subunit B
5218,NP_001036194.1;NP_001036212.1;NP_005239.1;XP_006710515.1;XP_011539312.1,0,0,0,NM_001042729 NM_001042747 NM_005248 XM_006710452 XM_011541010,NP_001036194 NP_001036212 NP_005239 XP_006710515 XP_011539312,2268,FGR,SRC2 c-fgr c-src2 p55-Fgr p55c-fgr p58-Fgr p58c-fgr,protein-coding,1p35.3,"FGR proto-oncogene, Src family tyrosine kinase"
5219,XP_016866899.1;XP_016866900.1;XP_016866901.1;XP_016866902.1;XP_016866903.1;XP_016866904.1;XP_016866905.1;XP_016866906.1;XP_016866907.1;XP_016866908.1;XP_016866909.1;XP_016866910.1;XP_016866911.1;XP_016866912.1;XP_016866913.1;XP_016866914.1;XP_016866915.1;XP_016866916.1;XP_016866917.1;XP_016866918.1;XP_016866919.1;XP_016866920.1;NP_003904.3,0,0,0,NM_003913 XM_017011410 XM_017011411 XM_017011412 XM_017011413 XM_017011414 XM_017011415 XM_017011416 XM_017011417 XM_017011418 XM_017011419 XM_017011420 XM_017011421 XM_017011422 XM_017011423 XM_017011424 XM_017011425 XM_017011426 XM_017011427 XM_017011428 XM_017011429 XM_017011430 XM_017011431,NP_003904 XP_016866899 XP_016866900 XP_016866901 XP_016866902 XP_016866903 XP_016866904 XP_016866905 XP_016866906 XP_016866907 XP_016866908 XP_016866909 XP_016866910 XP_016866911 XP_016866912 XP_016866913 XP_016866914 XP_016866915 XP_016866916 XP_016866917 XP_016866918 XP_016866919 XP_016866920,8899,PRPF4B,PR4H PRP4 PRP4H PRP4K dJ1013A10.1,protein-coding,6p25.2,pre-mRNA processing factor 4B
5220,NP_997647.1,0,0,0,NM_212482,NP_997647,2335,FN1,CIG ED-B FINC FN FNZ GFND GFND2 LETS MSF,protein-coding,2q35,fibronectin 1
5221,NP_001293060.1,0,0,0,NM_001306131,NP_001293060,2335,FN1,CIG ED-B FINC FN FNZ GFND GFND2 LETS MSF,protein-coding,2q35,fibronectin 1
5222,NP_001269368.1;NP_776170.2,0,0,0,NM_001282439 NM_173809,NP_001269368 NP_776170,282991,BLOC1S2,BLOS2 BORCS2 CEAP CEAP11,protein-coding,10q24.31,biogenesis of lysosomal organelles complex 1 subunit 2
5223,XP_016885370.1,0,0,0,XM_017029881,XP_016885370,8233,ZRSR2,U2AF1-RS2 U2AF1L2 U2AF1RS2 URP ZC3H22,protein-coding,Xp22.2,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
5224,REV__NP_056506.2,0,2,0,---,---,---,---,---,---,---,---
5226,NP_055568.3;XP_005271903.1;XP_011538704.1;XP_005271905.1,0,0,0,NM_014753 XM_005271846 XM_005271848 XM_011540402,NP_055568 XP_005271903 XP_005271905 XP_011538704,9790,BMS1,ACC BMS1L,protein-coding,10q11.21,"BMS1, ribosome biogenesis factor"
5227,NP_006428.2;XP_011533234.1,0,0,0,NM_006437 XM_011534932,NP_006428 XP_011533234,143,PARP4,ADPRTL1 ARTD4 PARP-4 PARPL PH5P VAULT3 VPARP VWA5C p193,protein-coding,13q12.12,poly(ADP-ribose) polymerase family member 4
5228,XP_011528018.1;XP_016883943.1;XP_016855325.1;XP_016855327.1,0,0,0,XM_011529716 XM_016999836 XM_016999838 XM_017028454,XP_011528018 XP_016855325 XP_016855327 XP_016883943,7109,TRAPPC10,EHOC-1 EHOC1 GT334 TMEM1 TRS130 TRS30,protein-coding,21q22.3,trafficking protein particle complex 10
5229,REV__XP_016857744.1,0,2,0,---,---,---,---,---,---,---,---
5230,NP_065209.2;XP_016868812.1,0,0,0,NM_020476 XM_017013323,NP_065209 XP_016868812,286,ANK1,ANK SPH1 SPH2,protein-coding,8p11.21,ankyrin 1
5231,NP_055181.3,0,0,0,NM_014366,NP_055181,26354,GNL3,C77032 E2IG3 NNP47 NS,protein-coding,3p21.1,G-protein nucleolar 3
5232,REV__NP_001007532.1,0,2,0,---,---,---,---,---,---,---,---
5233,NP_001253990.1;NP_055563.1,0,0,0,NM_001267061 NM_014748,NP_001253990 NP_055563,9784,SNX17,---,protein-coding,2p23.3,sorting nexin 17
5234,NP_005473.1,0,0,0,NM_005482,NP_005473,10026,PIGK,GPI8,protein-coding,1p31.1,phosphatidylinositol glycan anchor biosynthesis class K
5235,NP_003667.1,0,0,0,NM_003676,NP_003667,8560,DEGS1,DEGS DEGS-1 DES1 Des-1 FADS7 MIG15 MLD,protein-coding,1q42.11,"delta 4-desaturase, sphingolipid 1"
5236,NP_001035737.1,0,0,0,NM_001040647,NP_001035737,27297,CRCP,CGRP-RCP CGRPRCP RCP RCP9,protein-coding,7q11.21,CGRP receptor component
5237,REV__NP_690002.2,0,2,0,---,---,---,---,---,---,---,---
5238,NP_071381.1,0,0,0,NM_022098,NP_071381,63929,XPNPEP3,APP3 ICP55 NPHPL1,protein-coding,22q13.2,X-prolyl aminopeptidase 3
5239,NP_001350.1;XP_016868636.1;XP_016868637.1;XP_011515182.1,0,0,0,NM_001359 XM_011516880 XM_017013147 XM_017013148,NP_001350 XP_011515182 XP_016868636 XP_016868637,1666,DECR1,DECR NADPH SDR18C1,protein-coding,8q21.3,"2,4-dienoyl-CoA reductase 1"
5240,NP_001154973.1,0,0,0,NM_001161501,NP_001154973,81856,ZNF611,---,protein-coding,19q13.41,zinc finger protein 611
5241,NP_001167579.1,0,0,0,NM_001174108,NP_001167579,100381270,ZBED6,MGR,protein-coding,1q32.1,zinc finger BED-type containing 6
5242,NP_078816.2;NP_663781.1;XP_011508283.1;XP_011508284.1,0,0,0,NM_024540 NM_145729 XM_011509981 XM_011509982,NP_078816 NP_663781 XP_011508283 XP_011508284,79590,MRPL24,L24mt MRP-L18 MRP-L24,protein-coding,1q23.1,mitochondrial ribosomal protein L24
5243,NP_005547.3,0,0,0,NM_005556,NP_005547,3855,KRT7,CK7 K2C7 K7 SCL,protein-coding,12q13.13,keratin 7
5244,XP_016859636.1;XP_016859637.1;NP_002401.1;XP_005263725.1;XP_005263726.1;XP_005263727.1;XP_006712597.1;XP_011509501.1;XP_011509502.1;XP_011509503.1;XP_011509504.1,0,0,0,NM_002410 XM_005263668 XM_005263669 XM_005263670 XM_006712534 XM_011511199 XM_011511200 XM_011511201 XM_011511202 XM_017004147 XM_017004148,NP_002401 XP_005263725 XP_005263726 XP_005263727 XP_006712597 XP_011509501 XP_011509502 XP_011509503 XP_011509504 XP_016859636 XP_016859637,4249,MGAT5,GNT-V GNT-VA,protein-coding,2q21.2-q21.3,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase"
5245,XP_016865316.1;NP_071801.1;XP_011541928.1;NP_001304941.1;NP_072044.1;NP_003392.1;NP_001304942.1;XP_016865317.1;XP_016865318.1,0,0,0,NM_001318012 NM_001318013 NM_003401 NM_022406 NM_022550 XM_011543626 XM_017009827 XM_017009828 XM_017009829,NP_001304941 NP_001304942 NP_003392 NP_071801 NP_072044 XP_011541928 XP_016865316 XP_016865317 XP_016865318,7518,XRCC4,SSMED,protein-coding,5q14.2,X-ray repair cross complementing 4
5246,NP_072049.2,0,0,0,NM_022555,NP_072049,3125,HLA-DRB3,HLA-DR1B HLA-DR3B,protein-coding,6p21.3,"major histocompatibility complex, class II, DR beta 3"
5247,NP_996531.1;XP_005254087.1;XP_006719978.1;XP_011519353.1;XP_011519354.1;XP_016875891.1;XP_005254088.1,0,0,0,NM_206808 XM_005254030 XM_005254031 XM_006719915 XM_011521051 XM_011521052 XM_017020402,NP_996531 XP_005254087 XP_005254088 XP_006719978 XP_011519353 XP_011519354 XP_016875891,171425,CLYBL,CLB,protein-coding,13q32.3,citrate lyase beta like
5248,NP_056290.3,0,0,0,NM_015475,NP_056290,25940,FAM98A,---,protein-coding,2p22.3,family with sequence similarity 98 member A
5249,XP_016864713.1;XP_016864714.1;NP_001438.1;XP_006714824.1;XP_011535902.1;XP_011535905.1,0,0,0,NM_001447 XM_006714761 XM_011537600 XM_011537603 XM_017009224 XM_017009225,NP_001438 XP_006714824 XP_011535902 XP_011535905 XP_016864713 XP_016864714,2196,FAT2,CDHF8 CDHR9 HFAT2 MEGF1,protein-coding,5q33.1,FAT atypical cadherin 2
