Feature_ID,RowIdentifier,OrigIdentifier,Protein IDs,RefType,Majority protein IDs,Has_Contaminant_Flag,All_Reverse_Flag,Cow_Contaminant_Flag,Target_Species_Flag,Accession_Protein,GeneID,NumGenes,WarningLevel,Fasta headers,Symbol,Alias,Type,Location,Description,TMT11plex-Batch1_TMT-126C,TMT11plex-Batch2_TMT-126C
3090,sp~Q61072~ADAM9_MOUSE,sp|Q61072|ADAM9_MOUSE,sp|Q61072|ADAM9_MOUSE,__Other,sp|Q61072|ADAM9_MOUSE,0,0,0,1,Q61072,11502,1,0,sp|Q61072|ADAM9_MOUSE Disintegrin and metalloproteinase domain-containing protein 9 OS=Mus musculus OX=10090 GN=Adam9 PE=1 SV=2,Adam9,AU020942 MDC9 Mltng mKIAA0021,protein-coding,8_A2|8_13.7_cM,a disintegrin and metallopeptidase domain 9 (meltrin gamma) ||| Disintegrin and metalloproteinase domain-containing protein 9,13.81732222,13.81732222
5232,sp~Q8R0Y8~S2542_MOUSE,sp|Q8R0Y8|S2542_MOUSE,sp|Q8R0Y8|S2542_MOUSE,__Other,sp|Q8R0Y8|S2542_MOUSE,0,0,0,1,Q8R0Y8,73095,1,0,sp|Q8R0Y8|S2542_MOUSE Mitochondrial coenzyme A transporter SLC25A42 OS=Mus musculus OX=10090 GN=Slc25a42 PE=1 SV=1,Slc25a42,2900084M01Rik,protein-coding,8|8_B3.3,"solute carrier family 25, member 42 ||| Mitochondrial coenzyme A transporter SLC25A42",11.61843761,11.61843761
2381,sp~Q02105~C1QC_MOUSE,sp|Q02105|C1QC_MOUSE,sp|Q02105|C1QC_MOUSE,__Other,sp|Q02105|C1QC_MOUSE,0,0,0,1,Q02105,12262,1,0,sp|Q02105|C1QC_MOUSE Complement C1q subcomponent subunit C OS=Mus musculus OX=10090 GN=C1qc PE=1 SV=2,C1qc,AI385742 Adib C1qg Ciqc,protein-coding,4_D3|4_69.05_cM,"complement component 1, q subcomponent, C chain ||| Complement C1q subcomponent subunit C",11.47095381,11.47095381
4174,sp~Q8BH24~TM9S4_MOUSE,sp|Q8BH24|TM9S4_MOUSE,sp|Q8BH24|TM9S4_MOUSE,__Other,sp|Q8BH24|TM9S4_MOUSE,0,0,0,1,Q8BH24,99237,1,0,sp|Q8BH24|TM9S4_MOUSE Transmembrane 9 superfamily member 4 OS=Mus musculus OX=10090 GN=Tm9sf4 PE=1 SV=1,Tm9sf4,AA986553 AU045326 B930079E06 mKIAA0255,protein-coding,2|2_H1,transmembrane 9 superfamily protein member 4 ||| Transmembrane 9 superfamily member 4,15.48595655,15.48595655
1075,sp~P11247~PERM_MOUSE,sp|P11247|PERM_MOUSE,sp|P11247|PERM_MOUSE,__Other,sp|P11247|PERM_MOUSE,0,0,0,1,P11247,17523,1,0,sp|P11247|PERM_MOUSE Myeloperoxidase OS=Mus musculus OX=10090 GN=Mpo PE=1 SV=2,Mpo,mKIAA4033,protein-coding,11_52.22_cM|11_C,myeloperoxidase,16.74364177,16.74364177
905,sp~P01872~IGHM_MOUSE,sp|P01872|IGHM_MOUSE,sp|P01872|IGHM_MOUSE,__Other,sp|P01872|IGHM_MOUSE,0,0,0,1,P01872,16019,1,0,sp|P01872|IGHM_MOUSE Immunoglobulin heavy constant mu OS=Mus musculus OX=10090 GN=Ighm PE=1 SV=2,Ighm,AI326478 Igh-6 Igh-M Igh6 Igm muH,other,12_F1|12_62.1_cM,immunoglobulin heavy constant mu,17.29686544,17.29686544
4124,sp~Q8BGB8~COQ4_MOUSE,sp|Q8BGB8|COQ4_MOUSE,sp|Q8BGB8|COQ4_MOUSE,__Other,sp|Q8BGB8|COQ4_MOUSE,0,0,0,1,Q8BGB8,227683,1,0,"sp|Q8BGB8|COQ4_MOUSE Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Coq4 PE=1 SV=1",Coq4,D2Ertd97e,protein-coding,2_B|2_20.62_cM,"coenzyme Q4 ||| Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial",13.63350163,13.63350163
634,sp~O54988~SLK_MOUSE,sp|O54988|SLK_MOUSE,sp|O54988|SLK_MOUSE,__Other,sp|O54988|SLK_MOUSE,0,0,0,1,O54988,20874,1,0,sp|O54988|SLK_MOUSE STE20-like serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Slk PE=1 SV=2,Slk,9A2 AV021402 AW411554 Etk4 SMAK Stk2 mKIAA0204 mSLK,protein-coding,19|19_C3-D1,STE20-like kinase ||| STE20-like serine/threonine-protein kinase,16.59590908,16.59590908
3602,sp~Q6PAC4~PCARE_MOUSE,sp|Q6PAC4|PCARE_MOUSE,sp|Q6PAC4|PCARE_MOUSE,__Other,sp|Q6PAC4|PCARE_MOUSE,0,0,0,1,Q6PAC4,225004,1,0,sp|Q6PAC4|PCARE_MOUSE Photoreceptor cilium actin regulator OS=Mus musculus OX=10090 GN=Pcare PE=2 SV=1,Pcare,---,protein-coding,17|17_E1.3,photoreceptor cilium actin regulator,,10.79844572
3035,sp~Q60780~GAS7_MOUSE,sp|Q60780|GAS7_MOUSE,sp|Q60780|GAS7_MOUSE,__Other,sp|Q60780|GAS7_MOUSE,0,0,0,1,Q60780,14457,1,0,sp|Q60780|GAS7_MOUSE Growth arrest-specific protein 7 OS=Mus musculus OX=10090 GN=Gas7 PE=1 SV=1,Gas7,AW124766 B230343A10Rik Gas7-cb,protein-coding,11|11_B3,growth arrest specific 7 ||| Growth arrest-specific protein 7,13.07598268,13.07598268
5330,sp~Q8R3H7~HS2ST_MOUSE,sp|Q8R3H7|HS2ST_MOUSE,sp|Q8R3H7|HS2ST_MOUSE,__Other,sp|Q8R3H7|HS2ST_MOUSE,0,0,0,1,Q8R3H7,23908,1,0,sp|Q8R3H7|HS2ST_MOUSE Heparan sulfate 2-O-sulfotransferase 1 OS=Mus musculus OX=10090 GN=Hs2st1 PE=1 SV=2,Hs2st1,2OST AW214369 Hs2st mKIAA0448,protein-coding,3|3_H2,heparan sulfate 2-O-sulfotransferase 1,14.75347045,14.75347045
5513,sp~Q8VE10~NAA40_MOUSE,sp|Q8VE10|NAA40_MOUSE,sp|Q8VE10|NAA40_MOUSE,__Other,sp|Q8VE10|NAA40_MOUSE,0,0,0,1,Q8VE10,70999,1,0,sp|Q8VE10|NAA40_MOUSE N-alpha-acetyltransferase 40 OS=Mus musculus OX=10090 GN=Naa40 PE=1 SV=1,Naa40,4931433E08Rik AU023197 Nat11 NatD,protein-coding,19|19_A,"N(alpha)-acetyltransferase 40, NatD catalytic subunit ||| N-alpha-acetyltransferase 40",11.86411173,11.86411173
891,sp~P01750~HVM06_MOUSE,sp|P01750|HVM06_MOUSE,sp|P01750|HVM06_MOUSE,__Other,sp|P01750|HVM06_MOUSE,0,0,0,1,P01750,100775173,1,0,sp|P01750|HVM06_MOUSE Ig heavy chain V region 102 OS=Mus musculus OX=10090 PE=1 SV=1,Ighv1-74,Gm16710,other,12|12_F2,immunoglobulin heavy variable V1-74 ||| Ig heavy chain V region 102,10.17294655,10.17294655
5773,sp~Q91YE8~SYNP2_MOUSE,sp|Q91YE8|SYNP2_MOUSE,sp|Q91YE8|SYNP2_MOUSE,__Other,sp|Q91YE8|SYNP2_MOUSE,0,0,0,1,Q91YE8,118449,1,0,sp|Q91YE8|SYNP2_MOUSE Synaptopodin-2 OS=Mus musculus OX=10090 GN=Synpo2 PE=1 SV=2,Synpo2,1110069I04Rik 2310068J10Rik 9530006G20Rik AI848603 Myo,protein-coding,3|3_G1,synaptopodin 2 ||| Synaptopodin-2,12.5290519,12.5290519
6778,sp~Q9D2I5~ARMC9_MOUSE,sp|Q9D2I5|ARMC9_MOUSE,sp|Q9D2I5|ARMC9_MOUSE,__Other,sp|Q9D2I5|ARMC9_MOUSE,0,0,0,1,Q9D2I5,78795,1,0,sp|Q9D2I5|ARMC9_MOUSE LisH domain-containing protein ARMC9 OS=Mus musculus OX=10090 GN=Armc9 PE=1 SV=1,Armc9,3830422A13Rik 4831423D23Rik 4930438O05Rik 5730415N24Rik,protein-coding,1|1_C5,armadillo repeat containing 9 ||| LisH domain-containing protein ARMC9,,11.16682175
3214,sp~Q61738~ITA7_MOUSE,sp|Q61738|ITA7_MOUSE,sp|Q61738|ITA7_MOUSE,__Other,sp|Q61738|ITA7_MOUSE,0,0,0,1,Q61738,16404,1,0,sp|Q61738|ITA7_MOUSE Integrin alpha-7 OS=Mus musculus OX=10090 GN=Itga7 PE=1 SV=3,Itga7,[a]7 alpha7,protein-coding,10_D3|10_77.2_cM,integrin alpha 7 ||| Integrin alpha-7,15.25154826,15.25154826
4807,sp~Q8CD10~MICU2_MOUSE,sp|Q8CD10|MICU2_MOUSE,sp|Q8CD10|MICU2_MOUSE,__Other,sp|Q8CD10|MICU2_MOUSE,0,0,0,1,Q8CD10,68514,1,0,"sp|Q8CD10|MICU2_MOUSE Calcium uptake protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Micu2 PE=1 SV=2",Micu2,1110008L20Rik 4833427E09Rik AU041871 Efha1 Smhs2,protein-coding,14|14_C3,"mitochondrial calcium uptake 2 ||| Calcium uptake protein 2, mitochondrial",13.87198757,13.87198757
6632,sp~O35409~FOLH1_MOUSE;sp~Q9CZR2~NALD2_MOUSE,sp|Q9CZR2|NALD2_MOUSE;sp|O35409|FOLH1_MOUSE,sp|O35409|FOLH1_MOUSE;sp|Q9CZR2|NALD2_MOUSE,__Other,sp|Q9CZR2|NALD2_MOUSE,0,0,0,1,O35409 Q9CZR2,53320 72560,2,3,sp|Q9CZR2|NALD2_MOUSE N-acetylated-alpha-linked acidic dipeptidase 2 OS=Mus musculus OX=10090 GN=Naalad2 PE=1 SV=2,Folh1 Naalad2,GCP2 mopsm 2700022G20Rik D9Ertd285e Folh1b GCP3 GCPIII NAADALASE2 NAALADASE2,protein-coding,7!7_D3!9_A2!9_7.02_cM,folate hydrolase 1 ||| Glutamate carboxypeptidase 2 ||| N-acetylated alpha-linked acidic dipeptidase 2 ||| N-acetylated-alpha-linked acidic dipeptidase 2,13.27180716,13.27180716
667,sp~O55186~CD59A_MOUSE,sp|O55186|CD59A_MOUSE,sp|O55186|CD59A_MOUSE,__Other,sp|O55186|CD59A_MOUSE,0,0,0,1,O55186,12509,1,0,sp|O55186|CD59A_MOUSE CD59A glycoprotein OS=Mus musculus OX=10090 GN=Cd59a PE=2 SV=1,Cd59a,AA987121 Cd59 protectin,protein-coding,2_E2|2_54.53_cM,CD59a antigen ||| CD59A glycoprotein,,12.93732431
4702,sp~Q8C3S2~TNG6_MOUSE,sp|Q8C3S2|TNG6_MOUSE,sp|Q8C3S2|TNG6_MOUSE,__Other,sp|Q8C3S2|TNG6_MOUSE,0,0,0,1,Q8C3S2,272538,1,0,sp|Q8C3S2|TNG6_MOUSE Transport and Golgi organization protein 6 homolog OS=Mus musculus OX=10090 GN=Tango6 PE=1 SV=1,Tango6,AW413431 E330010G16 Tmco7,protein-coding,8|8_D3,transport and golgi organization 6 ||| Transport and Golgi organization protein 6 homolog,10.7772403,10.7772403
3075,sp~Q60I26~AL2CL_MOUSE,sp|Q60I26|AL2CL_MOUSE,sp|Q60I26|AL2CL_MOUSE,__Other,sp|Q60I26|AL2CL_MOUSE,0,0,0,1,Q60I26,235633,1,0,sp|Q60I26|AL2CL_MOUSE ALS2 C-terminal-like protein OS=Mus musculus OX=10090 GN=Als2cl PE=1 SV=1,Als2cl,79H19D 79H19E BC022645 D930044G19Rik mRn.49018,protein-coding,9_F2|9_60.79_cM,ALS2 C-terminal like ||| ALS2 C-terminal-like protein,11.76973663,11.76973663
7687,sp~Q9R0E2~PLOD1_MOUSE,sp|Q9R0E2|PLOD1_MOUSE,sp|Q9R0E2|PLOD1_MOUSE,__Other,sp|Q9R0E2|PLOD1_MOUSE,0,0,0,1,Q9R0E2,18822,1,0,"sp|Q9R0E2|PLOD1_MOUSE Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Mus musculus OX=10090 GN=Plod1 PE=1 SV=1",Plod1,2410042F05Rik AI854890 AV007929 Lh1 Plod,protein-coding,4_E2|4_78.57_cM,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1 ||| Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",14.98268629,14.98268629
955,sp~P05480~SRC_MOUSE;sp~Q62190~RON_MOUSE;sp~Q62270~SRMS_MOUSE,sp|P05480|SRC_MOUSE;sp|Q62270|SRMS_MOUSE;sp|Q62190|RON_MOUSE,sp|P05480|SRC_MOUSE;sp|Q62190|RON_MOUSE;sp|Q62270|SRMS_MOUSE,__Other,sp|P05480|SRC_MOUSE,0,0,0,1,Q62190 P05480 Q62270,19882 20779 20811,3,3,sp|P05480|SRC_MOUSE Neuronal proto-oncogene tyrosine-protein kinase Src OS=Mus musculus OX=10090 GN=Src PE=1 SV=4,Mst1r Src Srms,CD136 CDw136 Fv-2 Fv2 PTK8 Ron STK AW259666 pp60c-src A230069J08Rik srm,protein-coding,9_59.07_cM!9_F1!2_H1!2_78.35_cM!2_H4!2_103.62_cM,macrophage stimulating 1 receptor (c-met-related tyrosine kinase) ||| Macrophage-stimulating protein receptor ||| Rous sarcoma oncogene ||| Neuronal proto-oncogene tyrosine-protein kinase Src ||| src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites ||| Tyrosine-protein kinase Srms,16.29913146,16.29913146
1466,sp~P35459~LY6D_MOUSE,sp|P35459|LY6D_MOUSE,sp|P35459|LY6D_MOUSE,__Other,sp|P35459|LY6D_MOUSE,0,0,0,1,P35459,17068,1,0,sp|P35459|LY6D_MOUSE Lymphocyte antigen 6D OS=Mus musculus OX=10090 GN=Ly6d PE=1 SV=1,Ly6d,Ly-61 Ly61 Thb,protein-coding,15_D3|15_34.27_cM,"lymphocyte antigen 6 complex, locus D ||| Lymphocyte antigen 6D",13.18970193,13.18970193
6884,sp~Q9D7F7~CHM4C_MOUSE,sp|Q9D7F7|CHM4C_MOUSE,sp|Q9D7F7|CHM4C_MOUSE,__Other,sp|Q9D7F7|CHM4C_MOUSE,0,0,0,1,Q9D7F7,66371,1,0,sp|Q9D7F7|CHM4C_MOUSE Charged multivesicular body protein 4c OS=Mus musculus OX=10090 GN=Chmp4c PE=2 SV=1,Chmp4c,2010012P02Rik 2210015K02Rik 2310010I16Rik Shax3 Snf7-3,protein-coding,3|3_A1,charged multivesicular body protein 4C,11.63559462,11.63559462
558,sp~O35648~CETN3_MOUSE,sp|O35648|CETN3_MOUSE,sp|O35648|CETN3_MOUSE,__Other,sp|O35648|CETN3_MOUSE,0,0,0,1,O35648,12626,1,0,sp|O35648|CETN3_MOUSE Centrin-3 OS=Mus musculus OX=10090 GN=Cetn3 PE=1 SV=1,Cetn3,MmCEN3,protein-coding,13|13_C3,centrin 3 ||| Centrin-3,12.0581489,12.0581489
3412,sp~Q64735~CR1L_MOUSE,sp|Q64735|CR1L_MOUSE,sp|Q64735|CR1L_MOUSE,__Other,sp|Q64735|CR1L_MOUSE,0,0,0,1,Q64735,12946,1,0,sp|Q64735|CR1L_MOUSE Complement component receptor 1-like protein OS=Mus musculus OX=10090 GN=Cr1l PE=1 SV=1,Cr1l,Crry Mcp mCRY,protein-coding,1_H6|1_98.43_cM,complement component (3b/4b) receptor 1-like ||| Complement component receptor 1-like protein,14.90132086,14.90132086
5105,sp~Q8K2Z4~CND1_MOUSE,sp|Q8K2Z4|CND1_MOUSE,sp|Q8K2Z4|CND1_MOUSE,__Other,sp|Q8K2Z4|CND1_MOUSE,0,0,0,1,Q8K2Z4,68298,1,0,sp|Q8K2Z4|CND1_MOUSE Condensin complex subunit 1 OS=Mus musculus OX=10090 GN=Ncapd2 PE=1 SV=2,Ncapd2,2810406C15Rik 2810465G24Rik CAP-D2 CNAP1 mKIAA0159,protein-coding,6|6_F2,"non-SMC condensin I complex, subunit D2 ||| Condensin complex subunit 1",9.726556565,9.726556565
7067,sp~Q9DBS1~TMM43_MOUSE,sp|Q9DBS1|TMM43_MOUSE,sp|Q9DBS1|TMM43_MOUSE,__Other,sp|Q9DBS1|TMM43_MOUSE,0,0,0,1,Q9DBS1,74122,1,0,sp|Q9DBS1|TMM43_MOUSE Transmembrane protein 43 OS=Mus musculus OX=10090 GN=Tmem43 PE=1 SV=1,Tmem43,1200015A22Rik LUMA,protein-coding,6|6_D1,transmembrane protein 43,16.37299696,16.37299696
3350,sp~Q08775~RUNX2_MOUSE;sp~Q64131~RUNX3_MOUSE,sp|Q64131|RUNX3_MOUSE;sp|Q08775|RUNX2_MOUSE,sp|Q08775|RUNX2_MOUSE;sp|Q64131|RUNX3_MOUSE,__Other,sp|Q08775|RUNX2_MOUSE;sp|Q64131|RUNX3_MOUSE,0,0,0,1,Q08775 Q64131,12393 12399,2,3,sp|Q64131|RUNX3_MOUSE Runt-related transcription factor 3 OS=Mus musculus OX=10090 GN=Runx3 PE=1 SV=3;sp|Q08775|RUNX2_MOUSE Runt-related transcription factor 2 OS=Mus musculus OX=10090 GN=Runx2 PE=1 SV=2,Runx2 Runx3,AML3 Cbf Cbfa-1 Cbfa1 LS3 Osf2 PEBP2aA Pebp2a1 Pebpa2a AML2 Cbfa3 Pebp2a3 Rx3,protein-coding,17_B3!17_21.33_cM!4_D3!4_67.19_cM,runt related transcription factor 2 ||| Runt-related transcription factor 2 ||| runt related transcription factor 3 ||| Runt-related transcription factor 3,11.74235155,
3373,sp~Q64345~IFIT3_MOUSE,sp|Q64345|IFIT3_MOUSE,sp|Q64345|IFIT3_MOUSE,__Other,sp|Q64345|IFIT3_MOUSE,0,0,0,1,Q64345,15959,1,0,sp|Q64345|IFIT3_MOUSE Interferon-induced protein with tetratricopeptide repeats 3 OS=Mus musculus OX=10090 GN=Ifit3 PE=1 SV=1,Ifit3,Ifi49 P49,protein-coding,19|19_C1,interferon-induced protein with tetratricopeptide repeats 3,13.31750692,13.31750692
4139,sp~Q8BGH7~C42S2_MOUSE,sp|Q8BGH7|C42S2_MOUSE,sp|Q8BGH7|C42S2_MOUSE,__Other,sp|Q8BGH7|C42S2_MOUSE,0,0,0,1,Q8BGH7,72729,1,0,sp|Q8BGH7|C42S2_MOUSE CDC42 small effector protein 2 OS=Mus musculus OX=10090 GN=Cdc42se2 PE=1 SV=1,Cdc42se2,2810404F18Rik AA408783 AA536669 SPEC2,protein-coding,11|11_B1.3,CDC42 small effector 2 ||| CDC42 small effector protein 2,11.06389183,11.06389183
5815,sp~Q91Z58~CF132_MOUSE,sp|Q91Z58|CF132_MOUSE,sp|Q91Z58|CF132_MOUSE,__Other,sp|Q91Z58|CF132_MOUSE,0,0,0,1,Q91Z58,224833,1,0,sp|Q91Z58|CF132_MOUSE Uncharacterized protein C6orf132 homolog OS=Mus musculus OX=10090 PE=1 SV=2,AI661453,---,protein-coding,17|17_C,expressed sequence AI661453 ||| Uncharacterized protein C6orf132 homolog,12.80140156,12.80140156
3749,sp~Q6ZWQ7~SPCS3_MOUSE,sp|Q6ZWQ7|SPCS3_MOUSE,sp|Q6ZWQ7|SPCS3_MOUSE,__Other,sp|Q6ZWQ7|SPCS3_MOUSE,0,0,0,1,Q6ZWQ7,76687,1,0,sp|Q6ZWQ7|SPCS3_MOUSE Signal peptidase complex subunit 3 OS=Mus musculus OX=10090 GN=Spcs3 PE=1 SV=1,Spcs3,1810011E08Rik SPC22/23,protein-coding,8|8_B1.3,signal peptidase complex subunit 3 homolog (S. cerevisiae) ||| Signal peptidase complex subunit 3,14.49580848,14.49580848
1256,sp~P21614~VTDB_MOUSE,sp|P21614|VTDB_MOUSE,sp|P21614|VTDB_MOUSE,__Other,sp|P21614|VTDB_MOUSE,0,0,0,1,P21614,14473,1,0,sp|P21614|VTDB_MOUSE Vitamin D-binding protein OS=Mus musculus OX=10090 GN=Gc PE=1 SV=2,Gc,DBP VDB,protein-coding,5_E1|5_44.32_cM,vitamin D binding protein ||| Vitamin D-binding protein,16.78070455,16.78070455
6507,sp~Q9CWV6~PKRI1_MOUSE,sp|Q9CWV6|PKRI1_MOUSE,sp|Q9CWV6|PKRI1_MOUSE,__Other,sp|Q9CWV6|PKRI1_MOUSE,0,0,0,1,Q9CWV6,66801,1,0,sp|Q9CWV6|PKRI1_MOUSE PRKR-interacting protein 1 OS=Mus musculus OX=10090 GN=Prkrip1 PE=1 SV=2,Prkrip1,8430424D23Rik C114,protein-coding,5|5_G2,Prkr interacting protein 1 (IL11 inducible) ||| PRKR-interacting protein 1,10.35291065,10.35291065
3315,sp~Q62469~ITA2_MOUSE,sp|Q62469|ITA2_MOUSE,sp|Q62469|ITA2_MOUSE,__Other,sp|Q62469|ITA2_MOUSE,0,0,0,1,Q62469,16398,1,0,sp|Q62469|ITA2_MOUSE Integrin alpha-2 OS=Mus musculus OX=10090 GN=Itga2 PE=1 SV=2,Itga2,CD49B DX5 GPIa,protein-coding,13_D2.2|13_64.61_cM,integrin alpha 2 ||| Integrin alpha-2,15.39280836,15.39280836
974,sp~P06837~NEUM_MOUSE,sp|P06837|NEUM_MOUSE,sp|P06837|NEUM_MOUSE,__Other,sp|P06837|NEUM_MOUSE,0,0,0,1,P06837,14432,1,0,sp|P06837|NEUM_MOUSE Neuromodulin OS=Mus musculus OX=10090 GN=Gap43 PE=1 SV=1,Gap43,B-50 Basp2 GAP-43,protein-coding,16_B4|16_28.37_cM,growth associated protein 43 ||| Neuromodulin,10.37396923,10.37396923
995,sp~P08101~FCGR2_MOUSE,sp|P08101|FCGR2_MOUSE,sp|P08101|FCGR2_MOUSE,__Other,sp|P08101|FCGR2_MOUSE,0,0,0,1,P08101,14130,1,0,sp|P08101|FCGR2_MOUSE Low affinity immunoglobulin gamma Fc region receptor II OS=Mus musculus OX=10090 GN=Fcgr2 PE=1 SV=2,Fcgr2b,AI528646 CD32 F630109E10Rik Fc[g]RII FcgRII Fcgr2 Fcgr2a Fcr-2 Fcr-3 Ly-17 Ly-m20 LyM-1 Lym-1 fcRII,protein-coding,1_H3|1_78.02_cM,"Fc receptor, IgG, low affinity IIb ||| Low affinity immunoglobulin gamma Fc region receptor II",10.21559877,10.21559877
7095,sp~Q9DC16~ERGI1_MOUSE,sp|Q9DC16|ERGI1_MOUSE,sp|Q9DC16|ERGI1_MOUSE,__Other,sp|Q9DC16|ERGI1_MOUSE,0,0,0,1,Q9DC16,67458,1,0,sp|Q9DC16|ERGI1_MOUSE Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Mus musculus OX=10090 GN=Ergic1 PE=1 SV=1,Ergic1,1200007D18Rik maa-136,protein-coding,17|17_A3.3,endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 ||| Endoplasmic reticulum-Golgi intermediate compartment protein 1,15.33874456,15.33874456
1096,sp~P12246~SAMP_MOUSE,sp|P12246|SAMP_MOUSE,sp|P12246|SAMP_MOUSE,__Other,sp|P12246|SAMP_MOUSE,0,0,0,1,P12246,20219,1,0,sp|P12246|SAMP_MOUSE Serum amyloid P-component OS=Mus musculus OX=10090 GN=Apcs PE=1 SV=2,Apcs,Sap,protein-coding,1_H3|1_80.33_cM,serum amyloid P-component,14.20710142,14.20710142
3453,sp~Q69ZR9~TASOR_MOUSE,sp|Q69ZR9|TASOR_MOUSE,sp|Q69ZR9|TASOR_MOUSE,__Other,sp|Q69ZR9|TASOR_MOUSE,0,0,0,1,Q69ZR9,218850,1,0,sp|Q69ZR9|TASOR_MOUSE Protein TASOR OS=Mus musculus OX=10090 GN=Tasor PE=1 SV=2,Tasor,4732418E12 4933409E02Rik D14Abb1e Fam208a MommeD6,protein-coding,14|14_A3,transcription activation suppressor ||| Protein TASOR,10.54548863,10.54548863
3207,sp~Q61702~ITIH1_MOUSE;CON__Q0VCM5,sp|Q61702|ITIH1_MOUSE;CON__Q0VCM5,sp|Q61702|ITIH1_MOUSE;CON__Q0VCM5,__Other,sp|Q61702|ITIH1_MOUSE,2,0,0,1,Q61702,16424,1,0,sp|Q61702|ITIH1_MOUSE Inter-alpha-trypsin inhibitor heavy chain H1 OS=Mus musculus OX=10090 GN=Itih1 PE=1 SV=2,Itih1,ITI-HC1 Intin1 Itih-1,protein-coding,14|14_B,"inter-alpha trypsin inhibitor, heavy chain 1 ||| Inter-alpha-trypsin inhibitor heavy chain H1",15.73137496,15.73137496
794,sp~O88667~RAD_MOUSE,sp|O88667|RAD_MOUSE,sp|O88667|RAD_MOUSE,__Other,sp|O88667|RAD_MOUSE,0,0,0,1,O88667,56437,1,0,sp|O88667|RAD_MOUSE GTP-binding protein RAD OS=Mus musculus OX=10090 GN=Rrad PE=1 SV=1,Rrad,REM3 Rad,protein-coding,8|8_D3,Ras-related associated with diabetes ||| GTP-binding protein RAD,8.317995287,8.317995287
294,sp~B2RXC1~TPC11_MOUSE,sp|B2RXC1|TPC11_MOUSE,sp|B2RXC1|TPC11_MOUSE,__Other,sp|B2RXC1|TPC11_MOUSE,0,0,0,1,B2RXC1,320714,1,0,sp|B2RXC1|TPC11_MOUSE Trafficking protein particle complex subunit 11 OS=Mus musculus OX=10090 GN=Trappc11 PE=1 SV=1,Trappc11,AW558465 D030016E14Rik R75422,protein-coding,8|8_B1.1,trafficking protein particle complex 11 ||| Trafficking protein particle complex subunit 11,14.41094384,14.41094384
7469,sp~Q9JLF6~TGM1_MOUSE,sp|Q9JLF6|TGM1_MOUSE,sp|Q9JLF6|TGM1_MOUSE,__Other,sp|Q9JLF6|TGM1_MOUSE,0,0,0,1,Q9JLF6,21816,1,0,sp|Q9JLF6|TGM1_MOUSE Protein-glutamine gamma-glutamyltransferase K OS=Mus musculus OX=10090 GN=Tgm1 PE=1 SV=2,Tgm1,2310004J08Rik Tgase1,protein-coding,14|14_C3,"transglutaminase 1, K polypeptide ||| Protein-glutamine gamma-glutamyltransferase K",15.39483044,15.39483044
3060,sp~Q60949~TBCD1_MOUSE,sp|Q60949|TBCD1_MOUSE,sp|Q60949|TBCD1_MOUSE,__Other,sp|Q60949|TBCD1_MOUSE,0,0,0,1,Q60949,57915,1,0,sp|Q60949|TBCD1_MOUSE TBC1 domain family member 1 OS=Mus musculus OX=10090 GN=Tbc1d1 PE=1 SV=3,Tbc1d1,1110062G02Rik AI385682 AW555803 Nob1 Nobq1 Tbc1 mKIAA1108,protein-coding,5_C3.1|5_32.8_cM,"TBC1 domain family, member 1 ||| TBC1 domain family member 1",12.04526077,12.04526077
2423,sp~Q05117~PPA5_MOUSE,sp|Q05117|PPA5_MOUSE,sp|Q05117|PPA5_MOUSE,__Other,sp|Q05117|PPA5_MOUSE,0,0,0,1,Q05117,11433,1,0,sp|Q05117|PPA5_MOUSE Tartrate-resistant acid phosphatase type 5 OS=Mus musculus OX=10090 GN=Acp5 PE=1 SV=2,Acp5,TRACP TRAP,protein-coding,9_A3|9_8.38_cM,"acid phosphatase 5, tartrate resistant ||| Tartrate-resistant acid phosphatase type 5",13.25520535,13.25520535
6509,sp~Q9CWW7~CXXC1_MOUSE,sp|Q9CWW7|CXXC1_MOUSE,sp|Q9CWW7|CXXC1_MOUSE,__Other,sp|Q9CWW7|CXXC1_MOUSE,0,0,0,1,Q9CWW7,74322,1,0,sp|Q9CWW7|CXXC1_MOUSE CXXC-type zinc finger protein 1 OS=Mus musculus OX=10090 GN=Cxxc1 PE=1 SV=1,Cxxc1,2410002I16Rik 5830420C16Rik AI426635 Cfp1 Cgbp PHF18,protein-coding,18|18_E2,CXXC finger 1 (PHD domain) ||| CXXC-type zinc finger protein 1,12.10626848,
